"x","y","uniquesquirrelid","hectare","shift","date","hectaresquirrelnumber","age","primaryfurcolor","highlightfurcolor","combinationofcolors","colornotes","location","abovegroundsightermeasurement","specificlocation","running","chasing","climbing","eating","foraging","otheractivities","kuks","quaas","moans","tailflags","tailtwitches","approaches","indifferent","runsfrom","otherinteractions","latlon","zipcodes","communitydistricts","boroughboundaries","citycouncildistricts","policeprecincts"
"-73.9561345","40.7940824","37F-PM-1014-03","37F","PM",10142018,3,NULL,NULL,NULL,"+",NULL,NULL,NULL,NULL,False,False,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9561344937861 40.7940823884086)",NULL,19,4,19,13
"-73.9688575","40.7837825","21B-AM-1019-04","21B","AM",10192018,4,NULL,NULL,NULL,"+",NULL,NULL,NULL,NULL,False,False,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9688574691102 40.7837825208444)",NULL,19,4,19,13
"-73.9742811","40.7755336","11B-PM-1014-08","11B","PM",10142018,8,NULL,"Gray",NULL,"Gray+",NULL,"Above Ground","10",NULL,False,True,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.97428114848522 40.775533619083)",NULL,19,4,19,13
"-73.9596414","40.7903129","32E-PM-1017-14","32E","PM",10172018,14,"Adult","Gray",NULL,"Gray+","Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.",NULL,NULL,NULL,False,False,False,True,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9596413903948 40.7903128889029)",NULL,19,4,19,13
"-73.9702676","40.7762127","13E-AM-1017-05","13E","AM",10172018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground",NULL,"on tree stump",False,False,False,False,True,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9702676472613 40.7762126854894)",NULL,19,4,19,13
"-73.9683614","40.7725909","11H-AM-1010-03","11H","AM",10102018,3,"Adult","Cinnamon","White","Cinnamon+White",NULL,NULL,NULL,NULL,False,False,False,False,True,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9683613516225 40.7725908847499)",NULL,19,4,19,13
"-73.9541202","40.7931812","36H-AM-1010-02","36H","AM",10102018,2,"Adult","Gray",NULL,"Gray+","just outside hectare","Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9541201789795 40.7931811701082)",NULL,19,4,19,13
"-73.9582694","40.7917368","33F-AM-1008-02","33F","AM",10082018,2,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9582694312289 40.7917367820255)",NULL,19,4,19,13
"-73.9674286","40.7829724","21C-PM-1006-01","21C","PM",10062018,1,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,NULL,False,False,False,True,True,False,False,False,NULL,"POINT (-73.9674285955293 40.7829723919744)",NULL,19,4,19,13
"-73.9722500","40.7742880","11D-AM-1010-03","11D","AM",10102018,3,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground","30",NULL,False,False,True,False,False,"grooming",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9722500196844 40.7742879599026)",NULL,19,4,19,13
"-73.9695064","40.7823508","20B-PM-1013-05","20B","PM",10132018,5,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9695063535333 40.7823507678183)",NULL,19,4,19,13
"-73.9640033","40.7820310","22F-PM-1014-06","22F","PM",10142018,6,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9640032826529 40.7820309825448)",NULL,19,4,19,13
"-73.9532171","40.7919670","36I-PM-1007-01","36I","PM",10072018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9532170504865 40.7919669739962)",NULL,19,4,19,13
"-73.9768604","40.7702796","5C-PM-1010-09","05C","PM",10102018,9,"Adult","Cinnamon","Gray","Cinnamon+Gray",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9768603630674 40.7702795904962)",NULL,19,4,19,13
"-73.9706106","40.7698125","7H-AM-1006-05","07H","AM",10062018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground","10",NULL,False,True,False,False,False,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9706105896967 40.7698124821507)",NULL,19,4,19,13
"-73.9703782","40.7787526","16C-PM-1018-03","16C","PM",10182018,3,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",NULL,"Above Ground","6",NULL,True,False,False,True,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9703781726172 40.7787526130321)",NULL,19,4,19,13
"-73.9703925","40.7765032","14E-AM-1008-23","14E","AM",10082018,23,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,"walking",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9703925210471 40.7765032004992)",NULL,19,4,19,13
"-73.9638179","40.7924173","32A-PM-1013-03","32A","PM",10132018,3,"Juvenile","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,False,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9638179439747 40.7924173263904)",NULL,19,4,19,13
"-73.9584071","40.7913812","33F-AM-1008-01","33F","AM",10082018,1,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,"moving slowly",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9584070974734 40.7913812490557)",NULL,19,4,19,13
"-73.9671131","40.7784860","17F-AM-1007-07","17F","AM",10072018,7,"Adult","Gray","White","Gray+White",NULL,"Above Ground","24",NULL,True,False,False,False,False,NULL,False,False,False,True,False,False,True,False,NULL,"POINT (-73.9671130680114 40.7784859700171)",NULL,19,4,19,13
"-73.9649866","40.7764930","16I-AM-1008-01","16I","AM",10082018,1,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9649866016038 40.7764929694457)",NULL,19,4,19,13
"-73.9670629","40.7734991","12I-AM-1013-01","12I","AM",10132018,1,"Adult","Cinnamon","White","Cinnamon+White",NULL,"Ground Plane","FALSE","on tree roots",False,False,False,False,False,"sitting",False,False,False,False,True,False,False,True,NULL,"POINT (-73.9670628558161 40.77349914209411)",NULL,19,4,19,13
"-73.9587366","40.7908524","32F-PM-1008-07","32F","PM",10082018,7,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,True,True,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.958736593111 40.7908524370626)",NULL,19,4,19,13
"-73.9671787","40.7867353","25A-AM-1013-04","25A","AM",10132018,4,NULL,"Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9671786715256 40.7867352791232)",NULL,19,4,19,13
"-73.9692943","40.7769536","15E-AM-1013-01","15E","AM",10132018,1,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,True,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9692943291611 40.7769536102488)",NULL,19,4,19,13
"-73.9540054","40.7952446","39G-PM-1013-06","39G","PM",10132018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9540054100539 40.7952445999836)",NULL,19,4,19,13
"-73.9576530","40.7868659","29I-PM-1007-01","29I","PM",10072018,1,NULL,"Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,True,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9576530157255 40.7868659490397)",NULL,19,4,19,13
"-73.9738033","40.7711847","7E-AM-1006-02","07E","AM",10062018,2,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE","under a tree",False,False,False,True,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9738033257473 40.7711846894166)",NULL,19,4,19,13
"-73.9704403","40.7798966","17C-PM-1013-05","17C","PM",10132018,5,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,False,"eating (ate upside down on a tree — #jealous)",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9704402681017 40.77989656212031)",NULL,19,4,19,13
"-73.9756976","40.7753897","10A-PM-1014-01","10A","PM",10142018,1,"Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","in b/w trees",False,False,False,False,True,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9756976076707 40.7753897331918)",NULL,19,4,19,13
"-73.9662439","40.7890382","28A-PM-1007-05","28A","PM",10072018,5,"Adult","Cinnamon",NULL,"Cinnamon+",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,True,NULL,False,False,False,False,True,False,False,True,NULL,"POINT (-73.9662438996681 40.7890381809441)",NULL,19,4,19,13
"-73.9643154","40.7820819","22F-PM-1014-05","22F","PM",10142018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9643153920428 40.7820818516957)",NULL,19,4,19,13
"-73.9742073","40.7757957","12B-AM-1007-01","12B","AM",10072018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,True,False,False,False,NULL,False,False,False,True,False,False,True,False,NULL,"POINT (-73.9742073452913 40.7757957380463)",NULL,19,4,19,13
"-73.9716147","40.7813911","18A-PM-1018-01","18A","PM",10182018,1,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","30",NULL,False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9716147061553 40.7813911036179)",NULL,19,4,19,13
"-73.9565700","40.7902561","33H-AM-1019-02","33H","AM",10192018,2,"Juvenile","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,"wrestling with mother",False,False,False,False,False,False,False,False,NULL,"POINT (-73.9565700386162 40.7902561000937)",NULL,19,4,19,13
"-73.9535411","40.7928712","36H-PM-1008-02","36H","PM",10082018,2,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9535410657077 40.79287117600611)",NULL,19,4,19,13
"-73.9639159","40.7891775","29C-AM-1007-06","29C","AM",10072018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9639159298446 40.7891774637988)",NULL,19,4,19,13
"-73.9579564","40.7959338","38C-PM-1014-09","38C","PM",10142018,9,"Adult","Black",NULL,"Black+",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,False,NULL,False,False,False,False,False,True,False,False,NULL,"POINT (-73.9579564338627 40.7959337795027)",NULL,19,4,19,13
"-73.9574648","40.7892508","31H-PM-1008-02","31H","PM",10082018,2,"Juvenile","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground","8",NULL,True,False,True,False,False,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9574648097543 40.78925084286221)",NULL,19,4,19,13
"-73.9702527","40.7706000","8H-AM-1017-06","08H","AM",10172018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground","6",NULL,False,True,False,True,False,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.970252675331 40.77059995882221)",NULL,19,4,19,13
"-73.9579646","40.7918613","34F-AM-1007-01","34F","AM",10072018,1,"Adult","Gray","White","Gray+White",NULL,"Above Ground","25",NULL,True,False,True,False,False,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9579645940414 40.7918613498407)",NULL,19,4,19,13
"-73.9673253","40.7749505","13H-PM-1010-02","13H","PM",10102018,2,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","5","tree",False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9673253417305 40.7749505252981)",NULL,19,4,19,13
"-73.9595933","40.7905847","32E-AM-1007-13","32E","AM",10072018,13,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","50",NULL,False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9595933195409 40.7905847332369)",NULL,19,4,19,13
"-73.9602222","40.7937797","35C-AM-1007-05","35C","AM",10072018,5,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","4",NULL,False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9602222116708 40.793779699421)",NULL,19,4,19,13
"-73.9602610","40.7942883","35C-PM-1013-03","35C","PM",10132018,3,NULL,"Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9602609920814 40.79428830455661)",NULL,19,4,19,13
"-73.9680635","40.7792499","17E-AM-1017-05","17E","AM",10172018,5,"Adult","Black",NULL,"Black+",NULL,"Above Ground","10","Branch",False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9680635070949 40.779249873647)",NULL,19,4,19,13
"-73.9801666","40.7686905","2B-PM-1013-01","02B","PM",10132018,1,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,"running (with nut)",False,False,False,False,False,False,False,False,NULL,"POINT (-73.9801666435401 40.7686905339212)",NULL,19,4,19,13
"-73.9675634","40.7813477","19D-AM-1007-01","19D","AM",10072018,1,"Juvenile","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,True,True,False,NULL,False,False,False,False,False,False,False,False,"fenced off area can't approach","POINT (-73.9675634326877 40.7813477352507)",NULL,19,4,19,13
"-73.9584971","40.7982886","40B-AM-1019-03","40B","AM",10192018,3,"Juvenile","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,True,True,False,False,False,NULL,False,False,False,False,True,True,False,False,NULL,"POINT (-73.9584970643213 40.7982886348696)",NULL,19,4,19,13
"-73.9760298","40.7681954","3E-PM-1008-07","03E","PM",10082018,7,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9760298241178 40.7681954366911)",NULL,19,4,19,13
"-73.9568802","40.7972399","39C-PM-1006-01","39C","PM",10062018,1,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9568802149818 40.7972399133816)",NULL,19,4,19,13
"-73.9724642","40.7690526","6G-AM-1008-02","06G","AM",10082018,2,"Juvenile","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE","bush",False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9724642436394 40.7690526441109)",NULL,19,4,19,13
"-73.9690176","40.7760433","14F-AM-1007-05","14F","AM",10072018,5,"Juvenile","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,False,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9690175838534 40.7760432720017)",NULL,19,4,19,13
"-73.9704083","40.7690281","6I-PM-1013-06","06I","PM",10132018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,"playing with #5",False,False,False,False,True,False,False,False,NULL,"POINT (-73.9704082821356 40.7690280985956)",NULL,19,4,19,13
"-73.9684911","40.7768812","15F-PM-1010-05","15F","PM",10102018,5,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9684910712272 40.7768811640021)",NULL,19,4,19,13
"-73.9768675","40.7735233","8B-PM-1012-02","08B","PM",10122018,2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",NULL,"Ground Plane","FALSE","hiding in bushes",False,False,False,False,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9768674812942 40.7735232648872)",NULL,19,4,19,13
"-73.9797085","40.7698885","3A-PM-1017-06","03A","PM",10172018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9797084866613 40.7698885241349)",NULL,19,4,19,13
"-73.9528193","40.7923130","36I-AM-1017-02","36I","AM",10172018,2,"Adult","Gray","Cinnamon","Gray+Cinnamon","Cinnamon stripe on back","Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.952819267977 40.7923130402793)",NULL,19,4,19,13
"-73.9745630","40.7692603","5E-AM-1008-06","05E","AM",10082018,6,"Adult","Cinnamon","White","Cinnamon+White",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,True,False,False,NULL,"POINT (-73.9745630038492 40.7692602628745)",NULL,19,4,19,13
"-73.9595002","40.7903366","32E-PM-1017-13","32E","PM",10172018,13,"Adult","Gray",NULL,"Gray+","Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.",NULL,NULL,NULL,False,False,False,True,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9595002339508 40.7903365788694)",NULL,19,4,19,13
"-73.9741825","40.7689487","5F-PM-1007-03","05F","PM",10072018,3,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,"hiding nut",False,False,False,False,True,False,True,False,NULL,"POINT (-73.9741824992294 40.7689486657963)",NULL,19,4,19,13
"-73.9749244","40.7761394","11B-PM-1014-05","11B","PM",10142018,5,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9749243901189 40.7761393551781)",NULL,19,4,19,13
"-73.9683813","40.7780143","16E-PM-1018-06","16E","PM",10182018,6,"Adult","Cinnamon","Gray","Cinnamon+Gray",NULL,"Ground Plane","FALSE","On a rock",False,False,False,False,True,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.968381325559 40.7780143443779)",NULL,19,4,19,13
"-73.9694240","40.7755898","13F-AM-1007-02","13F","AM",10072018,2,"Adult","Cinnamon","White","Cinnamon+White",NULL,NULL,NULL,NULL,False,False,False,True,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.96942403275091 40.7755898126674)",NULL,19,4,19,13
"-73.9689001","40.7828365","20B-PM-1013-10","20B","PM",10132018,10,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,"drank from a pond of rain water",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9689000978955 40.7828364735236)",NULL,19,4,19,13
"-73.9804529","40.7696754","3A-PM-1017-05","03A","PM",10172018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9804528867547 40.76967536559861)",NULL,19,4,19,13
"-73.9576246","40.7873863","29H-PM-1006-01","29H","PM",10062018,1,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","50",NULL,False,False,True,False,False,"sitting",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9576245992455 40.7873862510001)",NULL,19,4,19,13
"-73.9666008","40.7845098","23C-PM-1014-03","23C","PM",10142018,3,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","8",NULL,False,True,False,False,False,"chasing (#4 across trees)",False,False,False,False,False,False,False,False,NULL,"POINT (-73.9666007935638 40.7845098131567)",NULL,19,4,19,13
"-73.9614848","40.7922646","33C-PM-1007-03","33C","PM",10072018,3,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.96148483609 40.7922645521905)",NULL,19,4,19,13
"-73.9546654","40.7947639","38G-PM-1020-09","38G","PM",10202018,9,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,True,NULL,False,False,False,True,False,False,True,False,NULL,"POINT (-73.9546654184146 40.7947639241491)",NULL,19,4,19,13
"-73.9667114","40.7768805","16G-PM-1017-01","16G","PM",10172018,1,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9667114027214 40.7768804702473)",NULL,19,4,19,13
"-73.9530036","40.7921822","36I-PM-1007-07","36I","PM",10072018,7,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9530035564643 40.7921822457613)",NULL,19,4,19,13
"-73.9615697","40.7951279","35A-AM-1014-03","35A","AM",10142018,3,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9615696577673 40.7951278622399)",NULL,19,4,19,13
"-73.9644748","40.7883840","28C-PM-1006-01","28C","PM",10062018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,False,"gathering acorns",False,False,False,True,False,False,False,True,"gnd to tree","POINT (-73.964474836001 40.7883840104749)",NULL,19,4,19,13
"-73.9610706","40.7914830","32D-AM-1013-06","32D","AM",10132018,6,"Adult","Cinnamon",NULL,"Cinnamon+",NULL,"Ground Plane","FALSE",NULL,True,False,False,True,True,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",False,False,False,False,True,True,False,False,NULL,"POINT (-73.9610705592868 40.7914829661051)",NULL,19,4,19,13
"-73.9688454","40.7845301","22A-AM-1008-05","22A","AM",10082018,5,"Adult","Gray","White","Gray+White",NULL,"Above Ground","3","trash can",False,False,False,True,False,NULL,False,False,False,True,False,False,False,True,NULL,"POINT (-73.9688454483585 40.7845301288163)",NULL,19,4,19,13
"-73.9578237","40.7980959","40B-PM-1014-06","40B","PM",10142018,6,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.9578237168359 40.7980959471034)",NULL,19,4,19,13
"-73.9688271","40.7809719","19C-PM-1018-01","19C","PM",10182018,1,"Adult","Gray","White","Gray+White",NULL,"Ground Plane","FALSE",NULL,True,True,False,True,False,NULL,False,False,False,False,True,False,True,False,NULL,"POINT (-73.9688271202401 40.7809719445309)",NULL,19,4,19,13
"-73.9617089","40.7944585","35A-PM-1013-06","35A","PM",10132018,6,"Adult","Cinnamon",NULL,"Cinnamon+",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,False,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9617088749928 40.7944585082367)",NULL,19,4,19,13
"-73.9701825","40.7766531","14E-AM-1008-09","14E","AM",10082018,9,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,True,True,False,False,False,NULL,True,False,False,False,False,False,False,True,NULL,"POINT (-73.9701824825872 40.7766530579293)",NULL,19,4,19,13
"-73.9676410","40.7766044","15G-PM-1019-05","15G","PM",10192018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Above Ground","4",NULL,False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9676410497481 40.7766043512974)",NULL,19,4,19,13
"-73.9708726","40.7723572","10F-AM-1007-02","10F","AM",10072018,2,"Adult","Gray",NULL,"Gray+",NULL,"Above Ground","70",NULL,False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9708726050721 40.7723572030236)",NULL,19,4,19,13
"-73.9541453","40.7982162","42E-PM-1012-06","42E","PM",10122018,6,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,True,NULL,False,False,False,False,False,False,False,True,NULL,"POINT (-73.9541453465817 40.79821622237641)",NULL,19,4,19,13
"-73.9683608","40.7842927","22B-AM-1013-04","22B","AM",10132018,4,"Adult","Cinnamon",NULL,"Cinnamon+",NULL,"Ground Plane","FALSE","Under bench",False,False,False,False,True,NULL,False,False,False,False,False,False,False,True,"ran from dog-walker","POINT (-73.9683608295976 40.7842927405327)",NULL,19,4,19,13
"-73.9680521","40.7773387","15F-PM-1010-06","15F","PM",10102018,6,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,NULL,False,False,False,False,False,False,True,False,NULL,"POINT (-73.968052057989 40.777338666528)",NULL,19,4,19,13
"-73.9787181","40.7715878","5A-AM-1006-05","05A","AM",10062018,5,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE","near 65th St arch",False,False,False,False,True,NULL,False,False,False,True,False,False,False,True,NULL,"POINT (-73.9787180870736 40.7715877863274)",NULL,19,4,19,13
"-73.9565906","40.7895654","32H-PM-1006-01","32H","PM",10062018,1,NULL,"Gray",NULL,"Gray+",NULL,"Above Ground",NULL,"in the European Beech",False,False,True,False,False,NULL,False,False,False,False,False,False,False,False,NULL,"POINT (-73.9565905868276 40.7895654068546)",NULL,19,4,19,13
"-73.9565760","40.7992462","42C-AM-1007-02","42C","AM",10072018,2,NULL,NULL,NULL,"+",NULL,NULL,NULL,NULL,False,False,False,False,False,NULL,False,True,False,False,False,False,False,False,NULL,"POINT (-73.9565759733611 40.7992461674802)",NULL,19,4,19,13
"-73.9551539","40.7987385","41D-AM-1014-01","41D","AM",10142018,1,"Adult","Gray","Black","Gray+Black",NULL,"Ground Plane","FALSE",NULL,False,False,False,False,True,"digging",False,False,False,False,False,False,True,False,NULL,"POINT (-73.9551539498306 40.7987384656256)",NULL,19,4,19,13
"-73.9641972","40.7813538","21G-PM-1007-01","21G","PM",10072018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NULL,"Ground Plane","FALSE",NULL,False,False,False,True,False,NULL,False,False,False,True,False,False,True,False,NULL,"POINT (-73.9641971813967 40.7813537959435)",NULL,19,4,19,13
"-73.9692884","40.7768554","14E-AM-1008-02","14E","AM",10082018,2,"Adult","Gray",NULL,"Gray+",NULL,"Ground Plane","FALSE",NULL,True,False,False,False,True,"walking",False,False,False,False,False,False,False,True,NULL,"POINT (-73.9692883970928 40.7768553703082)",NULL,19,4,19,13
